UPC,Title,Description,Size,Count,Container,Dimensions,Claims,Source_Name,Breadcrumbs,Price,Image_URL,Source_Identifier
826854704020,"Lay's Sour Cream & Onion Flavor Potato Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Sour Cream and Onion Chips","3,99",https://i5.walmartimages.com/seo/Lay-s-Sour-Cream-Onion-Flavor-Potato-Chips-1PACK_8ded517b-908b-48d9-acb3-502e18301597.fc26e4738e3063f06531601b3cbbf6ee.jpeg,14733665261
826854704082,"Lay's Baked Original Potato Chips,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Baked Lay's Chips","6,4",https://i5.walmartimages.com/seo/Lay-s-Baked-Original-Potato-Chips-1PACK_8800c85a-e7f2-43c9-ba0a-f9f766c25381.931b8565fe726312d6779b04c7bc49e1.jpeg,13961052508
826854704112,"(1PACK),Lay's Baked Original Potato Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Baked Lay's Chips","4,8",https://i5.walmartimages.com/seo/1PACK-Lay-s-Baked-Original-Potato-Chips_8800c85a-e7f2-43c9-ba0a-f9f766c25381.931b8565fe726312d6779b04c7bc49e1.jpeg,14696658459
826854704235,"Lay's Kettle 1PACK,Cooked Mesquite Barbecue Flavored Potato Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","4,97",https://i5.walmartimages.com/seo/Lay-s-Kettle-1PACK-Cooked-Mesquite-Barbecue-Flavored-Potato-Chips_ca83995a-09cc-4b0a-a5dc-28d9ea519b5a.e6c758c376e37febdf76ecee5c27ab60.jpeg,14709664678
826854704440,"1PACK,Lay's Barbecue Flavored Potato Chips Snack Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","3,4",https://i5.walmartimages.com/seo/1PACK-Lay-s-Barbecue-Flavored-Potato-Chips-Snack-Chips_4eea6064-a4b2-4b00-a2cc-647309833b41.b0ea0ba81819fd3d306d85ceb9f6bd09.jpeg,14805110054
826854704471,"Lay's Potato Chips Sweet and Spicy Honey,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","4,91",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Sweet-and-Spicy-Honey-1PACK_cad465ea-5bbe-44cf-bede-464c6876f863.744f457680c92237f5b965457359b08a.jpeg,14777550273
826854704488,"Lay's Potato 1PACK,Chips Sweet and Spicy Honey",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","3,95",https://i5.walmartimages.com/seo/Lay-s-Potato-1PACK-Chips-Sweet-and-Spicy-Honey_cad465ea-5bbe-44cf-bede-464c6876f863.744f457680c92237f5b965457359b08a.jpeg,14795207187
826854704501,"Lay's Potato Chips Sweet and Spicy Honey,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","3,97",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Sweet-and-Spicy-Honey-1PACK_cad465ea-5bbe-44cf-bede-464c6876f863.744f457680c92237f5b965457359b08a.jpeg,14778858213
826854704518,"(1PACK),Lay's Potato Chips Sweet and Spicy Honey",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","4,89",https://i5.walmartimages.com/seo/1PACK-Lay-s-Potato-Chips-Sweet-and-Spicy-Honey_cad465ea-5bbe-44cf-bede-464c6876f863.744f457680c92237f5b965457359b08a.jpeg,14791464357
826854704723,"Lay's Wavy Hickory BBQ Flavored Potato Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,55",https://i5.walmartimages.com/seo/Lay-s-Wavy-Hickory-BBQ-Flavored-Potato-Chips-1PACK_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,14994252972
826854704730,"Lay's Wavy 1PACK,Hickory BBQ Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","3,5",https://i5.walmartimages.com/seo/Lay-s-Wavy-1PACK-Hickory-BBQ-Flavored-Potato-Chips_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,14949173595
826854704747,"1PACK,Lay's Wavy Hickory BBQ Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,57",https://i5.walmartimages.com/seo/1PACK-Lay-s-Wavy-Hickory-BBQ-Flavored-Potato-Chips_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,14994302728
826854704914,"(1PACK),Lay's Kettle Cooked Jalapeno Potato Snack Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","5,59",https://i5.walmartimages.com/seo/1PACK-Lay-s-Kettle-Cooked-Jalapeno-Potato-Snack-Chips_df91cb0d-f137-4d60-a7d9-3b110d32d773.59b612e883e1a8eb53a7180eb4649adf.jpeg,14960401191
826854722666,"Lay's Wavy Potato Chips, Original Flavor, 7.75 oz Bag",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","7,47",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Original-Flavor-7-75-oz-Bag_e7473140-3149-486e-8acd-6e0a200c54e7.5a2348c91640f939b1238500c2212a49.jpeg,14928904780
826854722673,"Lay's Wavy Potato Chips, Original Flavor, Bag 7.75 oz",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,8",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Original-Flavor-Bag-7-75-oz_e7473140-3149-486e-8acd-6e0a200c54e7.5a2348c91640f939b1238500c2212a49.jpeg,14915809518
826854722680,"Lay's Wavy Potato Chips, 7.75 oz Bag, Original Flavor",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,25",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-7-75-oz-Bag-Original-Flavor_e7473140-3149-486e-8acd-6e0a200c54e7.5a2348c91640f939b1238500c2212a49.jpeg,14928904781
826854722697,"Lay's Wavy , 7.75 oz Bag, Potato Chips, Original Flavor",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","7,39",https://i5.walmartimages.com/seo/Lay-s-Wavy-7-75-oz-Bag-Potato-Chips-Original-Flavor_e7473140-3149-486e-8acd-6e0a200c54e7.5a2348c91640f939b1238500c2212a49.jpeg,14938057003
826854722703,"7.75 oz Bag, Lay's Wavy Potato Chips, Original Flavor",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","6,42",https://i5.walmartimages.com/seo/7-75-oz-Bag-Lay-s-Wavy-Potato-Chips-Original-Flavor_e7473140-3149-486e-8acd-6e0a200c54e7.5a2348c91640f939b1238500c2212a49.jpeg,14880722683
826854722765,"Lay's Honey BBQ Flavored Potato Chips, 7.5 oz Bag",,7.5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,99",https://i5.walmartimages.com/seo/Lay-s-Honey-BBQ-Flavored-Potato-Chips-7-5-oz-Bag_b2c94dfb-784d-4fec-9235-9cab48eb7e03.4e0b04a9f10d367e3cbd4a57dd9a2e9f.jpeg,14932761981
826854722772,"Lay's Honey BBQ Flavored Potato Chips, Bag 7.5 oz",,7.5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","6,99",https://i5.walmartimages.com/seo/Lay-s-Honey-BBQ-Flavored-Potato-Chips-Bag-7-5-oz_b2c94dfb-784d-4fec-9235-9cab48eb7e03.4e0b04a9f10d367e3cbd4a57dd9a2e9f.jpeg,14881522205
826854722796,"Lay's , 7.5 oz Bag, Honey BBQ Flavored Potato Chips",,7.5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","4,99",https://i5.walmartimages.com/seo/Lay-s-7-5-oz-Bag-Honey-BBQ-Flavored-Potato-Chips_376a8fe5-4242-4f40-bbaf-8937cd377aab.167dde0a78728e04ac763052a983ccd8.jpeg,14932861515
826854740332,"1PACK,Lay's Chile Limón Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","3,99",https://i5.walmartimages.com/seo/1PACK-Lay-s-Chile-Lim-n-Flavored-Potato-Chips_7d29c4b8-4a4c-485d-9183-f3056b4fa403.05600f6e7a4b08499279114e2e358499.jpeg,15027467924
826854740349,"Lay's Chile Limón Flavored Potato Chips,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,52",https://i5.walmartimages.com/seo/Lay-s-Chile-Lim-n-Flavored-Potato-Chips-1PACK_7d29c4b8-4a4c-485d-9183-f3056b4fa403.05600f6e7a4b08499279114e2e358499.jpeg,15027467925
826854740356,"Lay's Kettle Cooked Flamin' Hot Flavored Potato Snack Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","5,42",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Flamin-Hot-Flavored-Potato-Snack-Chips-1PACK_f0cfbd47-5280-435a-b31b-884e4e45326d.4fa47d44ab796b2a9fd7e1ccdd96d2c1.jpeg,15022809566
826854740394,"(1PACK),Lay's Kettle Cooked Flamin' Hot Flavored Potato Snack Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","6,2",https://i5.walmartimages.com/seo/1PACK-Lay-s-Kettle-Cooked-Flamin-Hot-Flavored-Potato-Snack-Chips_f0cfbd47-5280-435a-b31b-884e4e45326d.4fa47d44ab796b2a9fd7e1ccdd96d2c1.jpeg,14995623389
826854740400,"Lay's Kettle Cooked Mesquite Barbecue Flavored Potato Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","5,55",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Mesquite-Barbecue-Flavored-Potato-Chips-1PACK_ca83995a-09cc-4b0a-a5dc-28d9ea519b5a.e6c758c376e37febdf76ecee5c27ab60.jpeg,15020874146
826854740455,"Lay's Kettle Cooked Sea Salt & Vinegar Flavored Potato Chips,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","6,1",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Sea-Salt-Vinegar-Flavored-Potato-Chips-1PACK_27c1aa54-38f7-4996-9890-66764fd59b3e.f59769654ec33aa20101d350ce1ac52c.jpeg,15045257906
826854740462,"Lay's Kettle 1PACK,Cooked Sea Salt & Vinegar Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","6,99",https://i5.walmartimages.com/seo/Lay-s-Kettle-1PACK-Cooked-Sea-Salt-Vinegar-Flavored-Potato-Chips_e08540aa-1d92-4f6c-880a-c061707ed282.40d9759e598254e6f0ac55576ebdfc1d.jpeg,14988672704
826854740493,"(1PACK),Lay's Kettle Cooked Sea Salt & Vinegar Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","5,41",https://i5.walmartimages.com/seo/1PACK-Lay-s-Kettle-Cooked-Sea-Salt-Vinegar-Flavored-Potato-Chips_e08540aa-1d92-4f6c-880a-c061707ed282.40d9759e598254e6f0ac55576ebdfc1d.jpeg,15044111319
826854740554,"Lay's Baked Gluten-Free Barbecue Flavored Potato Chips,1PACK",,,1,bag,,Gluten-Free,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","4,49",https://i5.walmartimages.com/seo/Lay-s-Baked-Gluten-Free-Barbecue-Flavored-Potato-Chips-1PACK_9a0c6dc3-4956-4afe-8659-d224d79458ac.159cc1698cd60d48111643e5479c176b.jpeg,15038453972
826854740561,"Lay's Baked Gluten-Free Barbecue Flavored Potato Chips,1PACK",,,1,bag,,Gluten-Free,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips",8,https://i5.walmartimages.com/seo/Lay-s-Baked-Gluten-Free-Barbecue-Flavored-Potato-Chips-1PACK_9a0c6dc3-4956-4afe-8659-d224d79458ac.159cc1698cd60d48111643e5479c176b.jpeg,14345169045
826854740592,"(1PACK),Lay's Baked Gluten-Free Barbecue Flavored Potato Chips,",,,1,bag,,Gluten-Free,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","4,47",https://i5.walmartimages.com/seo/1PACK-Lay-s-Baked-Gluten-Free-Barbecue-Flavored-Potato-Chips_9a0c6dc3-4956-4afe-8659-d224d79458ac.159cc1698cd60d48111643e5479c176b.jpeg,15040320733
826854749717,"Tate's Bake Shop Chocolate Chip Cookies,(1PACK)",,,1,,,,Walmart,"Food > Snacks, Cookies & Chips > Cookies > Shop All Cookies","4,87",https://i5.walmartimages.com/seo/Tate-s-Bake-Shop-Chocolate-Chip-Cookies-1PACK_c5058da7-4928-443d-8de3-b17acb0329f4.c12819d40ee896c432c9cda12587907a.jpeg,15141503157
826854749724,"(1PAK),Tate's Bake Shop Chocolate Cookies",,,1,,,,Walmart,"Food > Snacks, Cookies & Chips > Cookies > Shop All Cookies","4,83",https://i5.walmartimages.com/seo/1PAK-Tate-s-Bake-Shop-Chocolate-Cookies_c5058da7-4928-443d-8de3-b17acb0329f4.c12819d40ee896c432c9cda12587907a.jpeg,15125750799
826854749731,"(1X),Lay's Baked Gluten-Free Barbecue Flavored Potato",,,1,bag,,Gluten-Free,Walmart,"Food > Snacks, Cookies & Chips > Cookies > Shop All Cookies","4,79",https://i5.walmartimages.com/seo/Tate-s-Bake-Shop-COOKIES-1X_c5058da7-4928-443d-8de3-b17acb0329f4.c12819d40ee896c432c9cda12587907a.jpeg,15149511355
826854749748,"1PK,Lay's Baked Gluten-Free Barbecue Flavored Potato",,,1,bag,,Gluten-Free,Walmart,"Food > Snacks, Cookies & Chips > Cookies > Shop All Cookies","4,76",https://i5.walmartimages.com/seo/Tate-s-Bake-Shop-1PACK-Chocolate-Chip_c5058da7-4928-443d-8de3-b17acb0329f4.c12819d40ee896c432c9cda12587907a.jpeg,15148562966
826854749755,"(1X),Tate's Bake ShopChocolate Chip Cookies",,,1,,,,Walmart,"Food > Snacks, Cookies & Chips > Cookies > Shop All Cookies","4,73",https://i5.walmartimages.com/seo/1X-Tate-s-Bake-ShopChocolate-Chip-Cookies_c5058da7-4928-443d-8de3-b17acb0329f4.c12819d40ee896c432c9cda12587907a.jpeg,15088466444
826854753769,"Lay's Lightly 1PACK,Salted Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","3,69",https://i5.walmartimages.com/seo/Lay-s-Lightly-1PACK-Salted-Potato-Chips_3bb5aa8f-da09-4f0a-821b-393c4272c5bc.2a885ef55883878172b7c062eabd461d.jpeg,15101103459
826854753783,"(1PACK),Lay's Lightly Salted Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","4,64",https://i5.walmartimages.com/seo/1PACK-Lay-s-Lightly-Salted-Potato-Chips_3bb5aa8f-da09-4f0a-821b-393c4272c5bc.2a885ef55883878172b7c062eabd461d.jpeg,15101103461
826854753790,"Lay's Classic Potato Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,75",https://i5.walmartimages.com/seo/Lay-s-Classic-Potato-Chips-1PACK_c5058da7-4928-443d-8de3-b17acb0329f4.c12819d40ee896c432c9cda12587907a.jpeg,15101503505
826854753844,"Lay's Potato Chips, Cheddar & Sour Cream,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,74",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Cheddar-Sour-Cream-1PACK_77ab5f64-795e-4562-bb73-4064761d2578.e7b4bc15059f763f89a166dd809a2ece.jpeg,15101904542
826854753851,"1PACK,Lay's Potato Chips, Cheddar & Sour Cream,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,74",https://i5.walmartimages.com/seo/1PACK-Lay-s-Potato-Chips-Cheddar-Sour-Cream_77ab5f64-795e-4562-bb73-4064761d2578.e7b4bc15059f763f89a166dd809a2ece.jpeg,15122405913
826854753868,"Lay's Potato Chips 1PACK,Cheddar & Sour Cream,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,73",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-1PACK-Cheddar-Sour-Cream_77ab5f64-795e-4562-bb73-4064761d2578.e7b4bc15059f763f89a166dd809a2ece.jpeg,15105214317
826854753875,"(1PACK),Lay's Potato Chips, Cheddar & Sour Cream,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,72",https://i5.walmartimages.com/seo/1PACK-Lay-s-Potato-Chips-Cheddar-Sour-Cream_77ab5f64-795e-4562-bb73-4064761d2578.e7b4bc15059f763f89a166dd809a2ece.jpeg,15109811218
826854753882,"Lay's Potato Chips, Cheddar & Sour Cream,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","5,71",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Cheddar-Sour-Cream-1PACK_77ab5f64-795e-4562-bb73-4064761d2578.e7b4bc15059f763f89a166dd809a2ece.jpeg,15109811221
826854753899,"Lay's Wavy Potato Chips, Original Flavor,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,75",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Original-Flavor-1PACK_338b47c7-a085-4cd2-a2b1-d66fdff72297.e8f9585fbd88b59096200f94c281982d.jpeg,15049566720
826854753905,"1PACK,Lay's Wavy Potato Chips, Original Flavor",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,74",https://i5.walmartimages.com/seo/1PACK-Lay-s-Wavy-Potato-Chips-Original-Flavor_338b47c7-a085-4cd2-a2b1-d66fdff72297.e8f9585fbd88b59096200f94c281982d.jpeg,15102513638
826854753929,"Lay's Wavy Potato Chips, Original Flavor,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,72",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Original-Flavor-1PACK_338b47c7-a085-4cd2-a2b1-d66fdff72297.e8f9585fbd88b59096200f94c281982d.jpeg,15102563392
826854753936,"(1PACK),Lay's Wavy Potato Chips, Original Flavor",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,71",https://i5.walmartimages.com/seo/1PACK-Lay-s-Wavy-Potato-Chips-Original-Flavor_338b47c7-a085-4cd2-a2b1-d66fdff72297.e8f9585fbd88b59096200f94c281982d.jpeg,15086850632
826854753943,"Lay's Potato Chips Sweet Southern Heat Barbecue Flavored,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","5,77",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Sweet-Southern-Heat-Barbecue-Flavored-1PACK_01cee899-ea3a-4bb1-9fb2-f9e906366dc0.1ce7a59f48f2b2224ccc3a4da6587282.jpeg,15111452527
826854753967,"Lay's Potato Chips Sweet 1PACK,Southern Heat Barbecue Flavored",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","5,72",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Sweet-1PACK-Southern-Heat-Barbecue-Flavored_dcfe7a08-60e2-49e8-9cab-69358f6a930d.caba9769f609c4c963735a8eac538e3f.jpeg,15110507293
826854754742,"Lay's Barbecue Flavored Potato Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","7,99",https://i5.walmartimages.com/seo/Lay-s-Barbecue-Flavored-Potato-Chips-1PACK_1082c8a3-9118-4b73-b290-ae958a8201ea.13326f02cb0255010d964be607460508.jpeg,15123567344
826854754759,"Lay's Barbecue 1PACK,Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","5,39",https://i5.walmartimages.com/seo/Lay-s-Barbecue-1PACK-Flavored-Potato-Chips_1082c8a3-9118-4b73-b290-ae958a8201ea.13326f02cb0255010d964be607460508.jpeg,15141507143
826854754780,"(1PACK),Lay's Barbecue Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","5,39",https://i5.walmartimages.com/seo/1PACK-Lay-s-Barbecue-Flavored-Potato-Chips_1082c8a3-9118-4b73-b290-ae958a8201ea.13326f02cb0255010d964be607460508.jpeg,15140868584
826854755091,"Lay's Kettle Cooked Original Flavored Potato Chips,1PK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","5,6",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Original-Flavored-Potato-Chips-1PK_335d2040-6f99-4e84-9168-8b47e6799094.b4ad50f691bc3be897adf71e24955835.jpeg,15156911742
826854755138,"(1PK),Lay's Kettle Cooked Original Flavored Potato Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","5,55",https://i5.walmartimages.com/seo/1PK-Lay-s-Kettle-Cooked-Original-Flavored-Potato-Chips_335d2040-6f99-4e84-9168-8b47e6799094.b4ad50f691bc3be897adf71e24955835.jpeg,15097916160
826854755145,"Lay's Wavy Hickory BBQ Flavored Potato Chips,1PK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,35",https://i5.walmartimages.com/seo/Lay-s-Wavy-Hickory-BBQ-Flavored-Potato-Chips-1PK_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,15102872503
826854755152,"Lay's Wavy Hickory 1PAK,BBQ Flavored Potato Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,37",https://i5.walmartimages.com/seo/Lay-s-Wavy-Hickory-1PAK-BBQ-Flavored-Potato-Chips_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,15142359954
826854755169,"1PACK,Lay's Wavy Hickory BBQ Flavored Potato Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","5,1",https://i5.walmartimages.com/seo/1PACK-Lay-s-Wavy-Hickory-BBQ-Flavored-Potato-Chips_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,15132250601
826854760217,"Lay's Potato Chips 1PACK, All Dressed","All Dressed Lay's bring Sweet, Savory, and Tangy all together to make the perfect snack!.potatoes, vegetable oil (canola, corn, soybean, and/or sunflower oil), corn maltodextrin, and less than 2% of sugar, salt, dextrose, potassium salt, vinegar, yeast extract, natural flavors, torula yeast, paprika, garlic powder, onion powder, citric acid, spices, paprika extract (color), and lactic acid.7.75oz.Shelf Stable.
",7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","6,99",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-1PACK-All-Dressed_886687a0-e045-4785-9285-96514d4830d6.67ab57d8a48b19ef1c47b6684802013a.jpeg,15193715981
826854762754,"Lays Stax Original Snacks Stacks Crisps Potato Chips, PACK OF 1",,,1,can,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips","2,98",https://i5.walmartimages.com/seo/Lays-Stax-Original-Snacks-Stacks-Crisps-Potato-Chips-PACK-OF-1_8d1f7e08-53fe-47fe-96b0-eb0d820062c6.058f3ba776cea5bcc90e40e35c682034.jpeg,15129061015
826854762761,"PACK OF 1, Lays Stax Original Snacks Stacks Crisps Potato Chips",,,1,can,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips","2,99",https://i5.walmartimages.com/seo/PACK-OF-1-Lays-Stax-Original-Snacks-Stacks-Crisps-Potato-Chips_8d1f7e08-53fe-47fe-96b0-eb0d820062c6.058f3ba776cea5bcc90e40e35c682034.jpeg,15130552643
826854762778,"Lays, PACK OF 1 Stax Original Snacks Stacks Crisps Potato Chips",,,1,can,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips","3,25",https://i5.walmartimages.com/seo/Lays-PACK-OF-1-Stax-Original-Snacks-Stacks-Crisps-Potato-Chips_8d1f7e08-53fe-47fe-96b0-eb0d820062c6.058f3ba776cea5bcc90e40e35c682034.jpeg,15106771209
